Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	stationaryDist[1]	stationaryDist[2]	tree_length
5724	-605.7019	-751.0931	145.3912	0.0362762	6.08947e-05	0.00210814	0.0123739	0.02594	0.0141535	0.0102077	0.00236661	0.0171559	0.00713994	0.00167314	9.44374e-06	0.00151762	0.010551	0.00704293	0.0251906	0.0041015	0.00137626	0.00177621	0.0154755	0.0157204	0.00269915	0.00375955	0.00995134	0.0118544	0.00102664	0.0227661	0.00610524	0.00736177	0.0049793	0.010185	0.0541141	0.0326308	0.000157246	0.0202182	0.0988343	0.0239549	0.0573521	0.0209165	0.0014029	0.006604	0.00569293	0.00395311	0.00201778	0.036833	0.00417569	0.000767619	0.00711788	0.0136687	0.00386662	0.0130038	0.00189482	0.0308583	0.00278589	0.00310648	0.00368401	0.0214863	0.0367419	1.89918e-05	0.0214445	0.00800582	0.00342043	0.0226639	0.00704298	0.0130253	0.00359412	0.00700094	0.0489487	0.0289774	0.0130262	0.0102366	0.0126626	0.00116613	0.0219118	0.0236019	0.0147789	0.00254654	0.0179676	0.0197281	0.000312929	0.000333127	0.0108393	0.00372278	0.0149167	0.000835917	5.80116e-05	0.0530002	0.3246977	1.675302	0.118531	0.353432	0.722902	1.38331	2.8294	8.4366	1.542002	5.159576	0.0305733	5.13215e-05	0.00177672	0.0104286	0.021862	0.0119284	0.00860296	0.00199455	0.0144588	0.00601747	0.00141011	7.95909e-06	0.00127904	0.00889231	0.00593572	0.0212304	0.00345671	0.0011599	0.00149697	0.0130426	0.013249	0.00227482	0.00316852	0.0083869	0.00999076	0.000865246	0.0191871	0.00514544	0.00620443	0.0041965	0.0085838	0.0456068	0.027501	0.000132526	0.0170397	0.0832966	0.0201889	0.0483358	0.0176283	0.00118235	0.00556579	0.00479795	0.00333164	0.00170057	0.0310425	0.00351923	0.000646943	0.00599888	0.0115199	0.00325875	0.0109595	0.00159694	0.0260071	0.00234792	0.00261811	0.00310485	0.0181084	0.0309657	1.60061e-05	0.0180732	0.00674723	0.0028827	0.0191009	0.00593576	0.0109776	0.00302909	0.00590033	0.0412535	0.0244219	0.0109784	0.00862732	0.0106719	0.000982801	0.0184671	0.0198915	0.0124555	0.0021462	0.0151429	0.0166267	0.000263733	0.000280756	0.00913529	0.00313753	0.0125717	0.000704503	4.88917e-05	0.0446681	0.837651	0.162349	1.186534
5760	-601.0902	-747.4076	146.3174	0.0446322	0.000205235	0.000817199	0.0147226	0.0191667	0.0254594	0.000745894	0.00368915	0.0112517	0.0040508	0.00359899	0.000175996	0.00102226	0.0105854	0.00642604	0.00875317	0.00337745	0.0010025	0.000791534	0.0076198	0.010256	0.000584671	0.00376548	0.00652661	0.00385588	0.000351443	0.0194304	0.00114028	0.00719446	0.00479133	0.0161169	0.0197138	0.000961708	0.000201702	0.00860322	0.0477603	0.0110229	0.0117447	0.0130138	0.0115046	0.00693036	0.0012322	0.00412884	0.00848209	0.0202106	0.0016794	0.00716367	0.00888449	0.0261529	0.000871953	0.0161591	0.00266183	0.04516	0.00648528	0.00248868	0.000534746	0.0116878	0.0136804	6.78001e-05	0.0140644	0.0123151	0.00479535	0.00538438	0.000747187	0.0161737	0.00457617	0.0135307	0.00411782	0.00824015	0.00289436	0.00559668	0.00673672	0.00074541	0.0149519	0.0184406	0.00231449	0.000133969	0.00808677	0.00611055	0.000859507	0.00140702	0.00350553	0.00160838	0.00226366	3.96046e-05	0.00101667	0.021465	0.5675546	1.432445	0.064199	0.262077	0.658507	1.51859	3.81568	15.5766	1.985379	2.52389	0.0608551	0.000279834	0.00111423	0.0200739	0.0261334	0.0347133	0.00101701	0.00503007	0.0153415	0.00552318	0.00490715	0.000239967	0.00139383	0.0144329	0.00876177	0.0119348	0.00460508	0.00136689	0.00107924	0.0103894	0.0139839	0.000797187	0.00513415	0.00889889	0.00525742	0.000479185	0.026493	0.00155475	0.00980949	0.00653287	0.021975	0.0268794	0.00131127	0.000275016	0.0117303	0.0651201	0.0150295	0.0160136	0.017744	0.0156862	0.0094494	0.00168007	0.00562959	0.0115652	0.0275567	0.00228983	0.00976751	0.0121138	0.0356589	0.00118889	0.0220326	0.00362935	0.0615748	0.00884254	0.00339327	0.000729115	0.0159361	0.018653	9.24439e-05	0.0191765	0.0167914	0.00653836	0.00734148	0.00101877	0.0220525	0.00623952	0.0184488	0.00561456	0.0112353	0.00394641	0.00763096	0.00918538	0.00101635	0.0203866	0.0251434	0.00315575	0.000182664	0.0110261	0.0083316	0.00117192	0.00191845	0.00477971	0.00219299	0.00308645	5.4e-05	0.00138621	0.0292671	0.716223	0.283777	0.733418
5796	-598.3065	-743.7417	145.4352	0.0785225	0.00552354	0.00115738	0.0540159	0.0110427	0.0453181	0.0117186	0.0119294	0.0173779	0.0093917	0.00216797	0.000260542	0.00314168	0.00639776	0.00657183	0.0159471	0.00326794	0.0101598	0.00075984	0.0107803	0.0165338	0.0051502	0.0112334	0.0133342	0.00539148	0.000613567	0.0144161	0.0119458	0.0121174	0.00164037	0.00134927	0.0155103	0.00244962	0.00461928	0.0237426	0.030228	0.0313832	0.0340632	0.00737621	0.00619341	0.00644276	0.000889843	0.00101156	0.00633417	0.0192004	0.00245304	0.00606605	0.00702192	0.063143	0.00773666	0.0184026	0.00188132	0.0294143	0.0100163	0.0257094	0.0018116	0.0800711	0.0357456	0.000579643	0.00568242	0.00591556	0.011966	0.00568612	0.0159507	0.0159069	0.0166722	0.0192752	0.00870219	0.00481474	0.00881178	0.00283721	0.00765124	0.00136886	0.0204974	0.0119616	0.000379108	0.000703278	0.00642153	0.0111674	0.000989264	0.00264629	0.014005	0.0346408	0.00511039	0.00023528	0.0205727	0.0276429	0.365319	1.634681	0.0928071	0.31368	0.696487	1.43578	3.18796	10.775	1.718903	4.474668	0.0672922	0.00473356	0.000991848	0.0462906	0.00946334	0.0388367	0.0100426	0.0102232	0.0148925	0.0080485	0.00185791	0.000223279	0.00269236	0.00548275	0.00563192	0.0136663	0.00280056	0.00870671	0.000651167	0.00923852	0.0141691	0.00441361	0.00962683	0.0114272	0.00462039	0.000525814	0.0123543	0.0102373	0.0103843	0.00140576	0.0011563	0.013292	0.00209928	0.00395862	0.0203469	0.0259047	0.0268948	0.0291914	0.00632127	0.00530762	0.00552131	0.000762577	0.000866887	0.00542826	0.0164544	0.0021022	0.00519848	0.00601764	0.0541122	0.00663016	0.0157706	0.00161225	0.0252074	0.00858375	0.0220324	0.00155251	0.0686193	0.0306332	0.000496742	0.00486971	0.00506952	0.0102546	0.00487289	0.0136695	0.0136319	0.0142878	0.0165184	0.0074576	0.00412613	0.00755151	0.00243143	0.00655696	0.00117308	0.0175658	0.0102508	0.000324888	0.000602695	0.00550312	0.00957021	0.000847779	0.00226782	0.012002	0.0296865	0.0043795	0.00020163	0.0176304	0.0236894	0.817341	0.182659	1.166889
5832	-593.4719	-739.0071	145.5352	0.0745018	0.00159721	0.000998884	0.0379316	0.0110423	0.023493	0.00389148	0.00206752	0.0165818	0.00762544	0.00880343	0.00206354	0.000729446	0.00531348	0.000611589	0.00493543	0.00387221	0.000628947	0.00700111	0.00290615	0.00657329	0.00447509	0.00523721	0.00742926	0.0023241	0.00158715	0.0116786	0.00436831	0.00409358	0.00250794	0.00496444	0.00686891	0.0065051	0.00383202	0.00868195	0.00597565	0.00175356	0.0186746	0.00343992	0.00255293	0.00411667	0.00221755	0.0212779	0.0152004	0.036538	0.0140221	0.00584005	0.0180108	0.0570879	0.00117596	0.00695309	0.00169244	0.0298517	0.00257517	0.0208743	0.00835916	0.0441062	0.0380764	0.00497085	0.0186471	0.0215025	0.00306103	0.00208527	0.0033882	0.00506634	0.00145734	0.0189914	0.00254949	0.00239685	0.000422538	0.00738513	0.0141866	0.00106621	0.0293548	0.00737419	0.0159414	0.00256077	0.00346493	0.0186963	0.000557544	0.0100153	0.00934718	0.012783	0.00867048	0.000692244	0.00441066	0.010896	0.336049	1.663951	0.0886021	0.306666	0.691591	1.44594	3.26088	11.2864	1.752429	4.951513	0.0827764	0.0017746	0.00110983	0.0421445	0.0122688	0.0261023	0.00432369	0.00229715	0.0184235	0.00847236	0.00978118	0.00229273	0.000810462	0.00590363	0.000679516	0.00548358	0.00430227	0.000698801	0.00777869	0.00322892	0.00730336	0.00497212	0.00581888	0.00825439	0.00258223	0.00176342	0.0129756	0.00485347	0.00454824	0.00278649	0.00551581	0.00763181	0.00722759	0.00425762	0.00964622	0.00663934	0.00194832	0.0207487	0.00382198	0.00283647	0.00457389	0.00246384	0.0236411	0.0168886	0.0405961	0.0155795	0.00648868	0.0200111	0.0634284	0.00130657	0.00772534	0.00188041	0.0331671	0.00286118	0.0231927	0.00928757	0.0490048	0.0423054	0.00552294	0.0207181	0.0238907	0.003401	0.00231687	0.00376451	0.00562903	0.0016192	0.0211007	0.00283265	0.00266306	0.000469468	0.00820536	0.0157622	0.00118463	0.0326151	0.00819321	0.0177119	0.00284518	0.00384976	0.0207728	0.000619468	0.0111277	0.0103853	0.0142027	0.00963347	0.000769128	0.00490053	0.0121061	0.831976	0.168024	0.9000372
5868	-600.013	-745.7847	145.7717	0.0714341	0.00395918	0.00389532	0.058651	0.030532	0.0141822	0.00289007	0.0234412	0.0298994	0.0298784	0.0158738	0.00768745	0.00713935	0.0047721	0.000534843	0.00616975	0.00501869	0.0011897	0.00347095	0.0118963	0.0349262	0.0154886	0.00988132	0.0188863	0.0157779	0.00152892	0.0180583	0.00567254	0.00311709	0.00392808	0.00370242	0.0168028	0.0116926	0.00387543	0.0183497	0.0269559	0.0151446	0.0335178	0.00758963	0.00639319	0.00952526	0.0218723	0.0401662	0.0182845	0.0590392	0.00337373	0.00220346	0.0175002	0.0340907	0.00133618	0.0438707	0.027556	0.0476569	0.0232553	0.0236013	0.0240934	0.141866	0.0366194	0.00788531	0.0148054	0.0390912	0.0146144	0.00680752	0.035252	0.00742867	0.0292531	0.0536903	0.00699197	0.0227916	0.000793094	0.00691526	0.0148072	0.00535106	0.0486502	0.00613619	0.00169983	0.0219726	0.00532493	0.0457019	0.0256319	0.0315937	0.00951863	0.0169015	0.0101384	0.00219207	0.0211695	0.0215524	0.5726413	1.427359	0.137699	0.380238	0.73958	1.35212	2.62993	7.26219	1.433616	2.492588	0.0416677	0.0023094	0.00227215	0.0342112	0.0178094	0.0082725	0.00168579	0.0136733	0.0174404	0.0174282	0.00925924	0.00448411	0.0041644	0.00278357	0.000311975	0.00359882	0.00292741	0.000693951	0.00202461	0.00693911	0.0203725	0.00903455	0.00576379	0.0110164	0.00920327	0.000891823	0.0105334	0.0033088	0.00181821	0.00229125	0.00215963	0.00980108	0.00682034	0.00226055	0.0107034	0.0157234	0.00883385	0.019551	0.00442705	0.00372916	0.0055561	0.0127582	0.023429	0.0106654	0.0344377	0.0019679	0.00128528	0.0102079	0.0198852	0.000779397	0.0255899	0.0160735	0.0277983	0.0135648	0.0137667	0.0140537	0.0827509	0.0213602	0.00459952	0.00863602	0.0228019	0.00852463	0.00397084	0.0205626	0.00433316	0.0170634	0.0313176	0.00407843	0.0132944	0.000462613	0.00403369	0.00863705	0.00312128	0.0283778	0.00357925	0.000991516	0.0128167	0.00310604	0.026658	0.0149512	0.0184287	0.00555223	0.00985869	0.00591377	0.00127864	0.0123482	0.0125715	0.713679	0.286321	1.714378
5904	-600.645	-746.1166	145.4716	0.0484595	0.00266695	0.00584268	0.0437535	0.0142746	0.0131434	0.00506841	0.00454443	0.00456553	0.0177509	0.0146807	0.0140488	0.0180763	0.0157041	0.0127151	0.0351872	0.0120206	0.00104432	0.0160912	0.0171299	0.0105661	0.00302009	0.00814297	0.00951656	0.00199218	0.00470094	0.0176825	0.0157844	0.0046414	0.0121322	0.00449781	0.00783601	0.00610656	0.0121893	0.0250493	0.0559111	0.0215936	0.0534422	0.0220331	0.0184363	0.0125901	0.0144703	0.00401057	0.00116572	0.0611224	0.000617502	0.0183061	0.00013181	0.00146402	0.045851	0.038837	0.0112841	0.00273919	0.0104639	0.0113047	0.0225827	0.0165617	0.00766937	0.00621516	0.00753797	0.0103336	0.0190905	0.00129305	0.0144209	0.00121339	0.043206	0.0309477	0.00767796	0.00439455	0.00174679	0.0005276	0.0163063	0.0202074	0.00304027	0.0351061	0.0130895	0.0225201	0.0106343	0.0153946	0.000477941	0.0108895	0.0173366	0.00661525	0.0075752	0.0128903	0.033524	0.0118418	0.3916144	1.608386	0.103212	0.330365	0.70784	1.41275	3.02695	9.68878	1.642066	4.107064	0.0372975	0.00205265	0.0044969	0.0336754	0.0109866	0.010116	0.00390097	0.00349769	0.00351392	0.0136622	0.0112992	0.0108129	0.0139126	0.0120869	0.00978631	0.0270823	0.00925179	0.000803774	0.0123848	0.0131843	0.00813232	0.00232445	0.00626735	0.00732455	0.00153331	0.00361814	0.0136095	0.0121487	0.00357231	0.00933773	0.0034618	0.00603109	0.00469999	0.00938166	0.0192795	0.0430328	0.0166198	0.0411325	0.0169581	0.0141897	0.00969017	0.0111372	0.00308679	0.000897211	0.0470437	0.000475269	0.0140895	0.000101449	0.0011268	0.0352898	0.0298914	0.00868499	0.00210825	0.00805367	0.00870082	0.0173811	0.0127469	0.00590284	0.00478358	0.0058017	0.00795336	0.0146933	0.000995214	0.0110992	0.000933898	0.0332541	0.0238193	0.00590945	0.00338233	0.00134444	0.000406074	0.0125504	0.0155529	0.00233999	0.0270199	0.0100745	0.0173329	0.00818483	0.0118487	0.000367853	0.00838125	0.0133433	0.00509152	0.00583036	0.00992118	0.0258022	0.00911421	0.804193	0.195807	1.299269
5940	-602.5454	-747.1912	144.6458	0.0686192	0.00369408	0.0106907	0.0532623	0.00663693	0.0179472	0.0025731	0.0028874	0.0182672	0.0290767	0.0406416	0.00671367	0.0101099	0.00738424	0.00211367	0.0147045	0.00175488	0.00435623	0.00600639	0.0179041	0.0214444	0.0250729	0.00229178	0.0299568	0.00530111	0.0252145	0.0177767	0.00255064	0.00512423	0.0217168	0.00730688	0.0251196	0.0501953	0.0228929	0.0284515	0.0956635	0.0301738	0.09077	0.0280745	0.00400201	0.00627354	0.0127722	0.0350605	0.0163701	0.0679228	0.0208788	0.000409439	0.0179783	0.0649976	0.0065297	0.0170334	0.00480163	0.0909791	0.0184876	0.0451957	0.024782	0.0800436	0.0518168	0.0179887	0.0257854	0.0318893	0.0117642	0.00471373	0.012045	0.0183505	0.00431865	0.0258992	0.000694803	0.0116306	0.0057649	0.00449536	0.0175104	0.0477182	0.0894506	0.00319143	0.016371	0.0179794	0.00299327	0.0188449	0.0135535	0.00516952	0.0168587	0.0145433	0.0066476	0.000379919	0.0150137	0.0750663	0.3836856	1.616314	0.127677	0.366479	0.731125	1.36776	2.72867	7.83225	1.488256	4.212601	0.0345966	0.00186249	0.00539008	0.0268539	0.00334622	0.00904866	0.00129731	0.00145578	0.00921001	0.01466	0.0204908	0.00338491	0.00509722	0.00372301	0.00106567	0.00741374	0.000884779	0.00219634	0.00302832	0.00902694	0.0108119	0.0126413	0.00115548	0.0151037	0.00267272	0.0127127	0.00896271	0.00128599	0.00258355	0.0109492	0.003684	0.0126649	0.0253076	0.0115422	0.0143447	0.0482319	0.0152131	0.0457646	0.0141547	0.00201774	0.00316301	0.0064395	0.0176769	0.00825353	0.0342455	0.0105267	0.000206432	0.00906435	0.0327707	0.00329216	0.00858796	0.0024209	0.0458701	0.00932113	0.0227869	0.0124946	0.0403566	0.0261251	0.00906958	0.0130005	0.016078	0.00593132	0.00237658	0.00607287	0.009252	0.00217739	0.0130579	0.000350307	0.00586394	0.00290656	0.00226648	0.00882841	0.0240587	0.0450994	0.00160906	0.00825396	0.0090649	0.00150915	0.00950125	0.00683346	0.00260638	0.00849986	0.00733248	0.0033516	0.000191548	0.00756967	0.0378471	0.808157	0.191843	1.983409
5976	-586.5362	-730.9364	144.4002	0.161827	0.00290254	0.0112044	0.16227	0.000463952	0.0214392	0.00547334	0.00287057	0.0327779	0.0587213	0.0281459	0.000276754	0.0025604	0.000793649	0.0010947	0.0135972	0.0167421	0.00835619	0.00361759	0.00467015	0.0358949	0.0138157	0.00257898	0.0040072	0.0174827	0.0129586	0.019391	0.00483136	0.00117775	0.00611924	0.0177212	0.0161943	0.016928	0.030043	0.0220677	0.0800628	0.0820864	0.0793746	0.0598975	0.0029964	0.00184369	0.00621934	0.0106844	0.0238956	0.0436981	0.00473085	0.000167287	0.0407518	0.0311807	0.00674209	0.0348754	0.00768738	0.176236	0.0142181	0.0450266	0.0253914	0.129051	0.0704033	0.00527522	0.0369975	0.0180229	0.0205618	0.00599109	0.0221408	0.00393276	0.0236138	0.0415291	0.0124596	0.0217387	0.016121	0.00634392	0.0442189	0.0397367	0.0891003	0.000853923	0.0093955	0.00360338	0.0127487	0.00574863	0.0176349	0.02058	0.0126302	0.00874572	0.00924666	0.00133541	0.0127202	0.0983151	0.395674	1.604326	0.188403	0.443056	0.775714	1.28914	2.25705	5.30778	1.206927	4.054667	0.0685831	0.00123011	0.00474846	0.0687706	0.000196625	0.00908604	0.00231963	0.00121656	0.0138914	0.0248863	0.0119283	0.00011729	0.00108511	0.000336352	0.000463939	0.00576256	0.00709539	0.00354139	0.00153315	0.00197923	0.0152124	0.00585515	0.00109298	0.00169827	0.00740923	0.00549189	0.008218	0.00204755	0.000499134	0.00259336	0.00751034	0.0068632	0.00717415	0.0127324	0.00935239	0.0339309	0.0347886	0.0336393	0.0253848	0.00126989	0.000781364	0.00263578	0.00452808	0.0101271	0.0185194	0.00200496	7.08967e-05	0.0172708	0.0132145	0.00285733	0.0147803	0.00325794	0.0746896	0.00602567	0.0190825	0.010761	0.0546924	0.0298372	0.00223566	0.0156797	0.00763816	0.00871416	0.00253905	0.00938337	0.00166672	0.0100076	0.0176002	0.00528042	0.00921297	0.00683213	0.00268858	0.0187402	0.0168406	0.0377611	0.000361896	0.00398185	0.00152713	0.00540296	0.00243629	0.00747375	0.00872188	0.00535272	0.00370647	0.00391878	0.000565954	0.00539087	0.0416664	0.802163	0.197837	2.35958
6012	-584.9761	-730.0091	145.033	0.13293	0.00220043	0.00593839	0.113371	0.000398008	0.00723047	0.00804539	0.010138	0.0213854	0.0209207	0.00288779	0.000231044	0.0151986	0.00191345	0.00758734	0.0221255	0.00656323	0.00265556	0.0073829	0.00191555	0.0385661	0.0227734	0.00138483	0.0092058	0.00182925	0.00208863	0.0174062	0.00227967	0.0023167	0.0146029	0.00329933	0.017719	0.00864461	0.0165426	0.0259203	0.081159	0.046746	0.0427106	0.0342284	0.0147784	0.00106258	0.0111066	0.00746473	0.0315799	0.0283321	0.00459877	4.38939e-05	0.0252968	0.0160909	0.0177405	0.0322926	0.00422431	0.0793771	0.0214199	0.00892235	0.0391547	0.153777	0.0538803	0.00388853	0.0198267	0.00483257	0.0123421	0.00491178	0.0222061	0.00256786	0.00761151	0.00936308	0.0166314	0.0202389	0.00678365	0.00289088	0.00706456	0.0335872	0.0532199	0.000641618	0.035918	0.00605966	0.00338018	0.0173404	0.0283661	0.0155662	0.013922	0.021588	0.00248669	0.00720036	0.00888708	0.0686887	0.3714074	1.628593	0.158663	0.407446	0.755699	1.32328	2.45432	6.30267	1.331151	4.384922	0.0742792	0.00122957	0.00331828	0.0633501	0.000222401	0.00404028	0.00449564	0.00566499	0.0119498	0.0116902	0.00161365	0.000129104	0.00849277	0.0010692	0.00423969	0.0123634	0.00366743	0.00148389	0.00412545	0.00107038	0.0215501	0.0127254	0.000773822	0.00514406	0.00102216	0.0011671	0.00972635	0.00127385	0.00129454	0.00815985	0.00184361	0.00990112	0.00483048	0.00924373	0.0144839	0.0453504	0.026121	0.0238661	0.0191263	0.00825794	0.000593754	0.00620619	0.00417118	0.0176464	0.0158316	0.00256972	2.45273e-05	0.0141355	0.00899135	0.00991312	0.0180446	0.00236048	0.0443547	0.0119691	0.00498567	0.0218791	0.0859283	0.0301075	0.00217285	0.0110789	0.00270037	0.0068966	0.00274463	0.0124085	0.00143488	0.0042532	0.00523195	0.00929339	0.0113092	0.0037906	0.00161538	0.00394757	0.018768	0.0297385	0.000358527	0.0200704	0.00338605	0.00188879	0.00968953	0.0158505	0.00869815	0.00777943	0.012063	0.00138953	0.00402345	0.00496596	0.0383822	0.814296	0.185704	1.789597
6048	-602.3075	-746.6578	144.3503	0.0851895	0.00492011	0.00223523	0.108482	0.000901383	0.0319123	0.0114221	0.0109515	0.0121272	0.00758555	0.00287006	0.000603032	0.00929264	0.0100091	0.00126729	0.0109246	0.00758042	0.00969987	0.00285973	0.00554273	0.0307502	0.0156875	0.0128056	0.00620761	0.0026956	0.00420294	0.00975825	0.00582051	0.000800813	0.00524265	7.13102e-05	0.0185759	0.0088467	0.00339189	0.00921108	0.0235167	0.0141172	0.0330974	0.0301254	0.00296963	0.00538709	0.00830929	0.00230811	0.0409148	0.0512852	0.00523788	0.00409418	0.020031	0.0125579	0.00540265	0.0528599	0.00233675	0.0228509	0.00975195	0.00985585	0.023547	0.0633352	0.0431203	0.00625389	0.0057272	0.00945916	0.00722184	0.00458347	0.0084607	0.00941403	0.0304903	0.0257396	0.0152717	0.0111359	0.00337782	0.0052404	0.0112776	0.0600409	0.040463	0.00485105	0.0399811	0.0111492	0.00718229	0.00568887	0.0201693	0.0129332	0.026569	0.022148	0.010345	0.0184048	0.00417492	0.0223	0.2165047	1.783495	0.107646	0.337212	0.712384	1.40374	2.9655	9.28973	1.611655	8.237674	0.060098	0.00347095	0.00157687	0.07653	0.000635891	0.0225129	0.00805787	0.00772587	0.00855528	0.00535132	0.00202472	0.000425416	0.0065556	0.00706105	0.000894025	0.00770688	0.0053477	0.00684289	0.00201743	0.00391018	0.0216931	0.011067	0.00903385	0.00437923	0.00190164	0.00296502	0.00688407	0.00410615	0.000564943	0.00369849	5.03066e-05	0.0131046	0.00624101	0.00239285	0.00649807	0.0165901	0.00995913	0.023349	0.0212523	0.00209496	0.00380038	0.00586188	0.00162828	0.0288638	0.0361797	0.00369512	0.00288829	0.0141311	0.00885914	0.00381137	0.0372906	0.00164849	0.0161204	0.00687963	0.00695293	0.0166115	0.0446806	0.0304197	0.00441188	0.00404032	0.00667308	0.00509473	0.00323346	0.0059687	0.00664124	0.0215097	0.0181583	0.0107736	0.00785595	0.00238292	0.0036969	0.00795591	0.0423566	0.0285451	0.00342223	0.0282051	0.00786534	0.00506683	0.00401328	0.0142287	0.00912386	0.0187434	0.0156246	0.00729797	0.0129839	0.00294524	0.0157318	0.891748	0.108252	1.417511
