Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	stationaryDist[1]	stationaryDist[2]	tree_length
2988	-611.9514	-757.4404	145.4891	0.0599141	0.00332476	0.00399709	0.00857709	0.0346938	0.00451944	0.00167267	0.00214158	0.0123044	0.0023608	0.00595	0.00300041	0.0128836	0.0119643	0.0023766	0.017549	0.0113045	0.00332515	0.0117025	0.0099384	0.0151979	0.00356604	0.0105107	0.0136876	0.00440325	0.00570488	0.0111375	0.00308693	0.0165837	0.0091055	0.00237723	0.0109985	0.00196935	0.0132455	0.00548194	0.0366128	0.0337813	0.0250806	0.00650233	0.00113829	0.0034883	0.0125339	0.00535129	0.0321537	0.0153752	0.00425821	0.0547423	0.00759066	0.00413085	0.01431	5.17264e-05	0.00607566	0.00175914	0.0264368	0.0221575	0.00050387	0.010868	0.0202206	0.00950961	0.0018772	0.00313072	0.0203591	0.000512966	0.00390068	0.0244237	0.000136552	0.0054845	0.0282528	0.0151117	0.00285821	0.0333304	0.0108824	0.00225248	0.00125154	0.000289546	0.0104132	0.00583927	0.0162544	0.00875662	0.00429017	0.00365674	0.000712081	0.0311134	0.00749732	0.0154046	0.0425789	0.00966259	0.3927676	1.607232	0.067344	0.268261	0.663316	1.50758	3.72771	14.8491	1.950798	4.09207	0.0590041	0.00327426	0.00393638	0.00844681	0.0341668	0.00445079	0.00164727	0.00210905	0.0121175	0.00232494	0.00585962	0.00295484	0.0126879	0.0117826	0.00234051	0.0172825	0.0111328	0.00327465	0.0115248	0.00978744	0.014967	0.00351188	0.0103511	0.0134797	0.00433637	0.00561823	0.0109684	0.00304004	0.0163318	0.0089672	0.00234112	0.0108314	0.00193944	0.0130443	0.00539867	0.0360567	0.0332682	0.0246996	0.00640357	0.001121	0.00343532	0.0123435	0.00527	0.0316653	0.0151416	0.00419353	0.0539108	0.00747537	0.00406811	0.0140927	5.09407e-05	0.00598337	0.00173242	0.0260352	0.021821	0.000496217	0.0107029	0.0199135	0.00936517	0.00184869	0.00308317	0.0200498	0.000505175	0.00384143	0.0240527	0.000134478	0.0054012	0.0278237	0.0148822	0.0028148	0.0328241	0.0107171	0.00221826	0.00123253	0.000285148	0.0102551	0.00575058	0.0160075	0.00862362	0.00422501	0.00360119	0.000701265	0.0306409	0.00738344	0.0151706	0.0419322	0.00951582	0.803616	0.196384	1.015423
3024	-603.6353	-749.1949	145.5596	0.0805054	2.77521e-05	0.00723141	0.0389465	0.0103193	0.0157378	0.00755624	0.00981171	0.0229927	0.0193233	0.0141779	0.00153736	0.00594293	0.0212888	0.00570401	0.0154446	0.0111097	0.00257258	0.00192849	0.0235145	0.0160461	0.00259429	0.00990173	0.0122525	0.0113787	9.62269e-05	0.0029424	9.23981e-05	0.00633041	0.0183797	0.00200488	0.00551762	0.00199861	0.00439409	0.0109301	0.0560601	0.0253314	0.0130899	0.0170199	0.00857536	0.000106925	0.00440709	0.0173701	0.00985371	0.0921191	0.00467301	0.054651	0.0571148	0.00158058	0.00949439	0.0106081	0.00265518	0.00181328	0.0089119	0.00140054	0.0400077	0.0344978	0.0648548	0.00337743	0.00403076	0.000111133	0.0030649	0.0940315	0.00939809	0.0229804	0.00271999	0.0100214	0.0183219	0.0236308	0.0163067	0.0671389	0.028856	0.00136772	0.0166233	0.0192124	0.019085	0.0120992	0.0760962	0.00448361	0.017531	0.00536292	0.0184585	0.0057406	0.0167947	0.000847738	0.0252455	0.0287739	0.4317094	1.568291	0.139847	0.383118	0.741323	1.34894	2.61016	7.15069	1.422428	3.632746	0.0526715	1.81571e-05	0.00473123	0.0254812	0.00675151	0.0102966	0.00494375	0.00641942	0.0150432	0.0126425	0.00927604	0.00100584	0.00388823	0.0139284	0.00373191	0.0101048	0.00726862	0.00168314	0.00126174	0.0153846	0.0104983	0.00169735	0.00647832	0.00801634	0.00744463	6.29575e-05	0.0019251	6.04525e-05	0.00414174	0.0120251	0.00131172	0.00360997	0.00130761	0.00287488	0.00715113	0.0366779	0.0165733	0.00856424	0.0111355	0.00561053	6.99571e-05	0.00288339	0.0113646	0.0064469	0.0602699	0.00305737	0.035756	0.037368	0.00103411	0.00621181	0.00694044	0.00173718	0.00118636	0.00583071	0.000916322	0.0261755	0.0225706	0.042432	0.00220972	0.00263717	7.27101e-05	0.00200525	0.0615212	0.00614881	0.0150352	0.00177959	0.00655664	0.0119873	0.0154607	0.0106688	0.0439264	0.0188793	0.000894848	0.010876	0.0125699	0.0124866	0.00791607	0.0497868	0.00293346	0.0114699	0.00350875	0.0120767	0.00375585	0.0109882	0.000554642	0.0165171	0.0188256	0.784145	0.215855	1.528441
3060	-601.7261	-745.3457	143.6196	0.183964	0.00918004	0.012152	0.0693951	0.0307239	0.034704	0.0105827	0.00932618	0.0546478	0.012801	0.0105524	0.0280501	0.0972113	0.00473447	0.00467103	0.070655	0.0143124	0.020812	0.001533	0.0261626	0.0909299	0.0170492	0.00587849	0.0149051	0.0186123	0.0028914	0.0114969	0.00110823	0.0210883	0.00685019	0.0355578	0.0143857	0.0110876	0.0224076	0.0266153	0.0512808	0.0482268	0.0523639	0.0125157	0.00962293	0.00466482	0.0148922	0.0336137	0.0150378	0.122376	0.0255255	0.0652321	0.0934239	0.0063311	0.00225351	0.0194708	0.0139431	0.0115549	0.00792553	0.00187733	0.0534372	0.0540449	0.0300048	0.0244088	0.0050313	0.000840751	0.011971	0.0834577	0.00329915	0.0216992	0.00885534	0.018644	0.00482481	0.0237882	0.0181573	0.0817693	0.014883	0.00832662	0.0234972	0.00428015	0.021041	0.0514252	0.0619628	0.0116039	0.0141961	0.0478647	0.0193176	0.0145701	0.0399845	0.0102618	0.117806	0.0706898	0.3266707	1.673329	0.168142	0.419141	0.762401	1.31165	2.38583	5.94736	1.289194	5.122373	0.0708885	0.00353743	0.00468265	0.0267407	0.0118392	0.0133728	0.00407792	0.00359375	0.021058	0.00493273	0.00406626	0.0108088	0.0374594	0.00182438	0.00179994	0.0272262	0.00551515	0.00801971	0.000590728	0.0100815	0.0350389	0.00656973	0.00226522	0.00574352	0.00717208	0.00111417	0.00443022	0.000427045	0.00812614	0.00263965	0.0137018	0.0055434	0.00427251	0.00863453	0.0102559	0.0197605	0.0185837	0.0201779	0.00482281	0.0037081	0.00179754	0.00573855	0.0129527	0.00579467	0.0471563	0.009836	0.0251365	0.036	0.00243962	0.000868368	0.00750286	0.00537281	0.00445258	0.00305402	0.000723412	0.0205915	0.0208257	0.0115621	0.00940569	0.00193876	0.000323975	0.00461291	0.0321596	0.00127129	0.00836155	0.00341232	0.00718426	0.00185919	0.00916655	0.00699673	0.031509	0.005735	0.00320858	0.00905442	0.00164931	0.00810795	0.0198162	0.0238767	0.00447145	0.00547033	0.0184442	0.00744385	0.00561444	0.0154076	0.00395429	0.0453954	0.0272396	0.836665	0.163335	2.595111
3096	-604.147	-747.9743	143.8274	0.235183	0.0082564	0.0026667	0.0583687	0.101532	0.0185588	0.0386899	0.0109473	0.0601714	0.0163097	0.0123797	0.0308853	0.0638661	0.013387	0.0176026	0.016734	0.00731644	0.0427582	0.0075785	0.0106702	0.0908443	0.0267748	0.02415	0.0275799	0.0183848	0.00669141	0.00460418	0.00405877	0.0187272	0.0399894	0.00317764	0.0407975	0.0564624	0.02565	0.0116116	0.0583104	0.0610438	0.0576566	0.0125453	0.0418529	0.0113381	0.00723927	0.0344565	0.0430094	0.115572	0.0162904	0.11642	0.0195528	0.00110057	0.0066239	0.00694663	0.00893928	0.00343358	0.00878643	0.0226425	0.0720279	0.0487967	0.0330376	0.0308375	0.00333193	0.000183436	0.0151373	0.111215	0.0306752	0.0824125	0.0253612	0.0205284	0.0102809	0.00273093	0.0152402	0.213654	0.00808831	0.0251523	0.0287958	0.00874303	0.0119931	0.0528748	0.0686215	0.060616	0.000812582	0.00226042	0.0123388	0.0650733	0.0470924	0.0227188	0.090881	0.147807	0.6078294	1.392171	0.206723	0.463568	0.786744	1.27106	2.15718	4.83738	1.139826	2.290397	0.0735764	0.00258299	0.00083427	0.0182605	0.0317642	0.00580607	0.012104	0.00342482	0.0188245	0.00510246	0.00387296	0.00966237	0.0199803	0.0041881	0.00550693	0.00523519	0.00228893	0.0133768	0.00237091	0.00333815	0.0284204	0.00837641	0.00755527	0.00862829	0.00575165	0.00209339	0.00144041	0.00126978	0.00585874	0.0125106	0.000994117	0.0127634	0.0176641	0.00802454	0.00363265	0.0182423	0.0190974	0.0180377	0.00392475	0.0130936	0.0035471	0.00226479	0.0107796	0.0134554	0.0361564	0.00509641	0.0364218	0.00611705	0.000344309	0.00207227	0.00217324	0.00279663	0.00107419	0.00274881	0.00708365	0.0225337	0.0152659	0.0103357	0.00964745	0.00104239	5.73875e-05	0.00473568	0.0347933	0.00959666	0.0257825	0.00793418	0.00642226	0.00321634	0.000854365	0.00476786	0.0668411	0.00253041	0.00786884	0.00900869	0.00273523	0.00375202	0.0165418	0.0214681	0.0189636	0.000254214	0.000707168	0.00386015	0.020358	0.0147327	0.00710752	0.0284319	0.046241	0.696085	0.303915	3.196447
3132	-601.3973	-746.2537	144.8564	0.0805709	0.00218486	0.000993257	0.0280915	0.0193287	0.0192497	0.0118796	0.00418266	0.010989	0.00645458	0.0441293	0.00100877	0.00545738	0.00995254	0.00791826	0.0288518	0.00551309	0.00140834	0.00722895	0.00594911	0.00961516	0.0109658	0.00814699	0.0236401	0.00598045	0.00613744	0.00290459	0.00126166	0.000444203	0.00887768	0.0129201	0.0138992	0.00888401	0.00955379	0.00649572	0.0454607	0.0318338	0.0427626	0.036482	0.00423806	0.00907462	0.00401668	0.00205965	0.00658991	0.0335247	0.00606764	0.0113692	0.106507	0.00200766	0.0109985	0.0142574	0.00774868	0.00897349	0.0040708	0.0193141	0.0297679	0.0181751	0.0209071	0.0132647	0.00129894	0.000251765	0.00443673	0.0307709	0.0165311	0.0385202	0.0153655	0.00842482	0.0254949	0.00268525	0.0111722	0.109547	0.00159468	0.00636917	0.00921611	0.00599238	0.0153229	0.00928181	0.0255592	0.0285503	0.0235806	0.00104887	0.00650945	0.0297969	0.0142712	0.00131301	0.080076	0.0542904	0.3243267	1.675673	0.0972214	0.32087	0.701429	1.42566	3.11653	10.2858	1.685303	5.166621	0.0537924	0.0014587	0.000663138	0.018755	0.0129046	0.0128518	0.00793129	0.00279251	0.00733668	0.00430934	0.0294625	0.000673497	0.00364357	0.00664471	0.00528655	0.0192626	0.00368076	0.000940262	0.00482634	0.00397187	0.00641947	0.00732122	0.00543926	0.0157831	0.00399279	0.0040976	0.00193922	0.000842336	0.000296567	0.0059271	0.00862599	0.00927963	0.00593132	0.00637849	0.0043368	0.0303514	0.0212535	0.02855	0.0243568	0.0028295	0.00605858	0.0026817	0.00137511	0.00439968	0.0223824	0.004051	0.00759056	0.071108	0.0013404	0.00734306	0.00951878	0.00517333	0.00599106	0.00271783	0.0128949	0.0198742	0.0121345	0.0139584	0.00885605	0.000867223	0.000168088	0.00296214	0.0205439	0.0110368	0.0257176	0.0102586	0.00562475	0.0170214	0.00179278	0.00745903	0.0731379	0.00106467	0.00425231	0.00615304	0.00400075	0.0102302	0.00619691	0.0170644	0.0190613	0.0157434	0.000700266	0.00434597	0.0198936	0.00952804	0.000876617	0.0534619	0.0362464	0.837837	0.162163	1.497813
3168	-591.4275	-735.7682	144.3407	0.211447	0.00222403	0.00149865	0.0999994	0.00681499	0.0235036	0.00647357	0.00551197	0.0391316	0.00769881	0.0339984	0.00203943	0.0116051	0.00425654	0.00700596	0.065081	0.000673051	0.0059659	0.0099485	0.0348293	0.0537709	0.0109447	0.0144349	0.0332115	0.0136542	0.011563	0.0277849	0.00788344	0.00694531	0.0185242	0.00757957	0.00113157	0.0387987	0.0713401	0.00105267	0.076085	0.0406529	0.0316665	0.00822444	0.0175032	0.0163563	0.00714107	0.0115256	0.055255	0.0529473	0.00371519	0.0187389	0.0485178	0.00675579	0.00249825	0.0267927	0.00735386	0.0121085	0.0247874	0.0251185	0.0883343	0.0338624	0.00706788	0.0464143	0.00156493	4.20422e-06	0.0106046	0.075799	0.0212641	0.0224348	0.0328472	0.0112888	0.0151475	0.020546	0.00779235	0.139895	0.00329943	0.0228428	0.0179576	0.0401409	0.0530007	0.00136225	0.0834321	0.0723766	0.00177163	0.00757236	0.0219609	0.0659637	0.0361619	0.00112657	0.140298	0.0491615	0.4341811	1.565819	0.210411	0.467583	0.788864	1.26765	2.13866	4.7526	1.127041	3.606372	0.0830714	0.000873754	0.000588776	0.0392868	0.00267741	0.00923389	0.00254328	0.00216549	0.0153736	0.00302464	0.013357	0.000801231	0.00455931	0.00167227	0.00275244	0.0255684	0.000264422	0.00234382	0.00390847	0.0136834	0.021125	0.00429984	0.00567103	0.0130478	0.00536433	0.00454277	0.0109159	0.00309717	0.00272861	0.00727762	0.00297779	0.000444562	0.0152429	0.0280274	0.000413561	0.0298916	0.0159713	0.0124408	0.00323114	0.00687651	0.00642591	0.00280552	0.00452808	0.021708	0.0208014	0.00145959	0.00736197	0.0190612	0.00265415	0.00098149	0.0105261	0.00288912	0.00475707	0.00973822	0.00986831	0.034704	0.0133035	0.00277676	0.0182348	0.000614816	1.65171e-06	0.00416622	0.0297792	0.00835405	0.00881398	0.0129047	0.00443506	0.00595103	0.00807193	0.00306138	0.0549608	0.00129625	0.00897427	0.00705503	0.0157702	0.0208224	0.000535189	0.032778	0.0284346	0.000696022	0.00297496	0.00862777	0.0259152	0.0142069	0.000442595	0.055119	0.0193141	0.782909	0.217091	2.545368
3204	-600.6663	-744.6853	144.019	0.287519	0.000746376	0.00097986	0.0735284	0.00904335	0.0076677	0.00870282	0.00968445	0.0716625	0.0118956	0.0467917	0.00153927	0.0439663	0.0189834	0.0106076	0.0345053	0.000535648	0.000926907	0.0635039	0.0250048	0.0435332	0.00193195	0.00411514	0.00462752	0.0319929	0.00335457	0.0400018	0.0175479	0.00206325	0.00771812	0.00276524	0.0074107	0.0231909	0.0247073	0.025205	0.0940055	0.0677359	0.0472704	0.0403534	0.0335138	0.0117467	0.0151789	0.00802035	0.0499057	0.0477708	0.00632197	0.0172165	0.126151	0.0262839	0.0140192	0.0551268	0.0106233	0.0165611	0.0370033	0.00992568	0.1629	0.0384571	0.0523756	0.0239858	0.00533878	0.000681942	0.0411939	0.0861455	0.0305616	0.0500256	0.0400266	0.00602857	0.0352257	0.0486633	0.0255384	0.0727466	0.000530893	0.0288673	0.0178854	0.0359794	0.0281944	0.0062912	0.0159275	0.0340145	0.0121871	0.0198722	0.0139273	0.0171534	0.0500987	0.00213774	0.0399193	0.108033	0.4736811	1.526319	0.220334	0.478211	0.794414	1.25879	2.09113	4.53856	1.093722	3.22225	0.100756	0.000261555	0.000343376	0.0257668	0.00316909	0.00268702	0.00304976	0.00339376	0.025113	0.00416861	0.0163974	0.000539413	0.0154073	0.00665242	0.00371725	0.0120918	0.000187709	0.000324819	0.0222539	0.00876252	0.0152555	0.00067702	0.00144208	0.00162164	0.0112114	0.00117555	0.014018	0.00614936	0.000723031	0.00270469	0.000969034	0.00259696	0.00812687	0.00865827	0.00883269	0.0329427	0.0237369	0.0165651	0.0141412	0.0117443	0.00411644	0.0053192	0.0028106	0.0174886	0.0167405	0.00221543	0.00603324	0.0442074	0.00921077	0.00491278	0.0193183	0.00372277	0.00580356	0.0129672	0.00347829	0.0570858	0.0134766	0.0183542	0.00840541	0.00187089	0.000238975	0.0144357	0.0301883	0.0107098	0.0175306	0.0140267	0.00211261	0.0123443	0.0170532	0.0089495	0.0254928	0.000186043	0.0101161	0.00626765	0.0126084	0.00988026	0.00220465	0.00558153	0.0119198	0.00427077	0.00696389	0.0048806	0.00601113	0.0175563	0.000749135	0.013989	0.0378583	0.763159	0.236841	2.853609
3240	-595.7646	-740.713	144.9484	0.222389	6.40609e-05	0.000286902	0.0541	0.018324	0.0199829	0.0164508	0.0127503	0.0389387	0.0119266	0.0203787	0.000642911	0.0143481	0.0192886	0.0123748	0.0125224	0.0257085	0.00306252	0.0491188	0.0216463	0.0273074	0.0282824	0.00437679	0.000166797	0.0254693	0.00144689	0.0260875	0.0213384	0.00193461	0.013182	0.00994039	0.0290872	0.0224898	0.0239927	0.017467	0.107252	0.0600515	0.102362	0.0312125	0.0439901	0.00323802	0.00870585	0.00328426	0.0234561	0.0336045	0.00854222	0.00130165	0.0325914	0.00110378	0.0014001	0.00956033	0.00504692	0.0025372	0.0158121	0.0114555	0.058497	0.0525633	0.0405113	0.0567754	0.00350965	0.00543276	0.0318625	0.077591	0.0233044	0.0795751	0.0105357	0.0103008	0.0098856	0.0187841	0.0113402	0.0562679	0.00738637	0.00714333	0.022477	0.0472613	0.0166607	0.00666966	0.0161018	0.0049607	0.0105136	0.0145735	0.00275056	0.137932	0.0387502	0.00288731	0.114541	0.0307594	0.5506624	1.449338	0.186133	0.440444	0.774284	1.29152	2.27044	5.37251	1.215692	2.63199	0.0941734	2.71274e-05	0.000121492	0.0229093	0.0077595	0.008462	0.00696629	0.00539928	0.0164891	0.00505045	0.0086296	0.000272249	0.00607588	0.00816798	0.00524028	0.00530276	0.0108866	0.00129686	0.0208	0.00916637	0.0115636	0.0119765	0.0018534	7.06321e-05	0.0107853	0.000612704	0.011047	0.009036	0.000819233	0.00558209	0.00420938	0.0123173	0.00952356	0.01016	0.00739661	0.0454173	0.0254295	0.0433463	0.0132173	0.0186281	0.00137118	0.0036866	0.00139076	0.00993275	0.0142302	0.0036173	0.0005512	0.0138012	0.00046741	0.000592889	0.00404844	0.00213718	0.00107441	0.00669583	0.00485096	0.0247712	0.0222586	0.017155	0.0240422	0.0014862	0.00230057	0.0134926	0.0328568	0.00986853	0.033697	0.00446148	0.00436199	0.00418618	0.00795436	0.00480214	0.0238273	0.00312785	0.00302493	0.00951814	0.0200134	0.00705516	0.00282435	0.0068185	0.00210067	0.00445213	0.00617132	0.00116476	0.0584089	0.0164092	0.00122266	0.0485037	0.0130255	0.724669	0.275331	2.361487
3276	-608.1405	-749.8158	141.6753	0.421289	0.00428515	0.019117	0.18019	0.00712063	0.0106918	0.0493225	0.0382722	0.027651	0.0925091	0.107895	0.00434875	0.0477865	0.0615556	0.0827079	0.0322734	0.0672853	0.0183993	0.0416739	0.0529525	0.129692	0.0778069	0.0036647	0.0289399	0.0305807	0.0052832	0.0075229	0.0155526	0.011347	0.0580315	0.0116599	0.0596007	0.0166983	0.0443081	0.0589397	0.071621	0.0820162	0.0702762	0.0218713	0.0386012	0.00539623	0.0703073	0.0283797	0.0246822	0.116118	0.0176124	0.029915	0.00177629	0.00576362	0.0279424	0.128792	0.0106023	0.00678791	0.00160159	0.0212467	0.035855	0.0454097	0.0311915	0.062093	0.0455734	0.0690416	0.099451	0.134191	0.00456294	0.190144	0.163949	0.123177	0.00940445	0.0275551	0.0646372	0.0536701	0.0110766	0.0117277	0.00166767	0.0739702	0.0127458	0.052503	0.0159861	0.0146671	0.0162908	0.000833417	0.0316747	0.0886396	0.0337652	0.0152885	0.00709425	0.00188934	0.4451827	1.554817	0.278615	0.536201	0.823294	1.21463	1.86497	3.58918	0.9240274	3.492537	0.0989407	0.00100638	0.00448968	0.0423181	0.0016723	0.00251099	0.0115835	0.00898833	0.00649392	0.021726	0.0253395	0.00102132	0.0112228	0.0144565	0.0194242	0.00757949	0.0158021	0.00432112	0.00978723	0.012436	0.0304586	0.0182732	0.000860663	0.0067966	0.00718195	0.00124077	0.00176677	0.00365258	0.00266487	0.0136289	0.00273835	0.0139974	0.00392164	0.0104059	0.0138422	0.0168204	0.0192617	0.0165045	0.00513654	0.0090656	0.00126732	0.0165119	0.00666504	0.00579668	0.0272705	0.00413632	0.00702562	0.000417166	0.0013536	0.00656234	0.0302472	0.00248998	0.00159416	0.000376137	0.00498984	0.00842065	0.0106646	0.00732541	0.0145827	0.010703	0.0162146	0.0233563	0.0315151	0.00107162	0.0446557	0.0385038	0.0289283	0.00220866	0.00647138	0.0151802	0.0126046	0.00260138	0.00275428	0.000391658	0.0173721	0.00299338	0.0123305	0.00375438	0.0034446	0.00382594	0.00019573	0.0074389	0.0208173	0.00792986	0.00359054	0.0016661	0.000443717	0.777409	0.222591	4.257989
3312	-597.36	-740.7508	143.3908	0.24568	0.00236514	0.000335653	0.0410431	0.113383	0.0645475	0.010784	0.0502437	0.00272962	0.0635754	0.0359767	0.00996259	0.00109775	0.0236845	0.00703229	0.0246856	0.0202183	0.000696749	0.0225126	0.0192773	0.0370253	0.0132328	0.00390652	0.00803702	0.0319961	0.000949734	0.0119155	0.00182767	0.00603357	0.00195524	0.00681506	0.101795	0.0312946	0.0469018	0.015844	0.0785718	0.11101	0.0380219	0.0179951	0.0254277	0.00867721	0.0152651	0.00319149	0.0272528	0.101018	0.0556782	0.0232825	0.120589	0.00683909	0.000633365	0.0208391	0.0126542	0.00157565	0.0333007	0.00349717	0.00306621	0.00371137	0.00268657	0.0277428	0.035958	0.0141948	0.02164	0.119679	0.00890519	0.0760928	0.00145908	0.0159501	0.000716703	0.123785	0.0203513	0.0411413	0.000183665	0.0471934	0.040464	0.0448535	0.00709595	0.00193541	0.0161871	0.0578524	0.0169589	0.0130553	0.00382372	0.0452808	0.0356798	0.0146935	0.0592625	0.0564525	0.3274855	1.672514	0.177621	0.430504	0.76879	1.30075	2.32286	5.62996	1.249537	5.10714	0.0889263	0.000856088	0.000121493	0.014856	0.0410403	0.0233636	0.00390337	0.0181862	0.000988016	0.0230118	0.0130221	0.00360606	0.000397343	0.00857287	0.00254541	0.0089352	0.00731823	0.000252195	0.00814866	0.00697761	0.0134017	0.00478977	0.001414	0.00290908	0.0115813	0.000343766	0.00431294	0.000661545	0.00218391	0.000707719	0.00246678	0.0368458	0.0113274	0.0169766	0.00573491	0.0284399	0.0401811	0.0137624	0.00651351	0.00920381	0.0031408	0.00552535	0.00115519	0.00986442	0.0365645	0.0201533	0.00842735	0.0436484	0.00247548	0.000229253	0.00754293	0.0045803	0.000570323	0.0120535	0.00126584	0.00110985	0.00134337	0.000972432	0.0100418	0.0130154	0.00513794	0.00783281	0.043319	0.00322333	0.0275426	0.00052813	0.00577331	0.000259418	0.0448053	0.00736638	0.0148915	6.64794e-05	0.0170821	0.0146464	0.0162352	0.00256845	0.00070054	0.0058591	0.0209403	0.00613846	0.00472549	0.00138404	0.0163899	0.0129147	0.00531846	0.0214507	0.0204336	0.836257	0.163743	2.762734
